rectype,issueid,project_owner,project_name,actor,time,text,action,title,provenance,paths,plus_1,urls,issues,userref,code
pull_request_commit,56,eneim,Toro,eneim,2016-06-02 04:33:12+00:00,"Add player module, various renew from scratch",168169f8e873559bcb72f98096e120e7e7cdeda6,,api.github.com,,false,[],[],[],[]
pull_request_commit,56,eneim,Toro,eneim,2016-06-02 04:53:03+00:00,Base branch for version 2 development,465168e2a6cfdeb929a2d19807572a944d565c66,,api.github.com,,false,[],[],[],[]
pull_request_commit,56,eneim,Toro,eneim,2016-06-02 05:13:11+00:00,Add released listener to TrVideoView,38f79a0da4d122cf1f30884d43ed442fc4660120,,api.github.com,,false,[],[],[],[]
pull_request_commit,56,eneim,Toro,eneim,2016-06-02 05:25:27+00:00,remove ToroVideoView,b9bb359f9bbe2a9083a927d8191d4714827aaa07,,api.github.com,,false,[],[],[],[]
pull_request_commit,56,eneim,Toro,eneim,2016-06-02 08:43:16+00:00,"Naive try for ExoPlayer, WIP",28bb648344a4468a96fe8c7f05a61c153fe4ad31,,api.github.com,,false,[],[],[],[]
pull_request_commit,56,eneim,Toro,eneim,2016-06-02 13:46:00+00:00,Change some names,658f5295c20006727cde8fe169c218e380675afb,,api.github.com,,false,[],[],[],[]
pull_request_commit,56,eneim,Toro,eneim,2016-06-04 06:44:12+00:00,"WIP, temporary stuffs",62db862c4a0351e15cf032f9d2a20184a6a0e47f,,api.github.com,,false,[],[],[],[]
pull_request_commit,56,eneim,Toro,eneim,2016-06-04 06:44:53+00:00,remove unused implementation,be1df3267499dcf83122d217f1bb7febe55d6a46,,api.github.com,,false,[],[],[],[]
pull_request_commit,56,eneim,Toro,eneim,2016-06-04 06:45:36+00:00,"Add a trial package, used for temporary testing classes",9431d87139fd3f4c6144d171621a27aa41c1016a,,api.github.com,,false,[],[],[],[]
pull_request_commit,56,eneim,Toro,eneim,2016-06-04 12:52:31+00:00,Add some trial,6abd19077004e82a72a007a0b6a780bdd3a6502c,,api.github.com,,false,[],[],[],[]
pull_request_commit,56,eneim,Toro,eneim,2016-06-05 08:53:01+00:00,Add stuff. Very first working alpha. Still need to make it works with Toro,82410a4819409a94e3aa092e3941ee15ec310971,,api.github.com,,false,[],[],[],[]
pull_request_commit,56,eneim,Toro,eneim,2016-06-05 11:08:26+00:00,Update,ab36be06ef68133deacbc293ba0541edfc758c15,,api.github.com,,false,[],[],[],[]
pull_request_commit,56,eneim,Toro,eneim,2016-06-05 11:39:55+00:00,Clean up. Prepare next development cycle,026e60083a708a3304d74d8404deaa8d9f824a6c,,api.github.com,,false,[],[],[],[]
pull_request_commit,56,eneim,Toro,eneim,2016-06-05 11:52:04+00:00,Cleanup dependencies,57fb255241413f21e4c76d3958004aee455f00d8,,api.github.com,,false,[],[],[],[]
pull_request_commit,56,eneim,Toro,eneim,2016-06-05 11:52:52+00:00,"Merge pull request #50 from eneim/v2/feature/exoplayer

V2/feature/exoplayer",984e43ad775cbd6e5b7f2b15372a09e96d231c80,,api.github.com,,false,[],"[{""raw"": ""#50"", ""refstyle"": ""#d"", ""parts"": [""eneim"", ""Toro"", ""50"", """"]}]",[],[]
pull_request_commit,56,eneim,Toro,eneim,2016-06-05 12:40:12+00:00,Fix Views constructors,f328532bffcba7e12b8e86001940c2f0a4d28f67,,api.github.com,,false,[],[],[],[]
pull_request_commit,56,eneim,Toro,eneim,2016-06-05 12:40:46+00:00,Fix Views constructors,92f266d4a2754d3401d8184244d610a57a365031,,api.github.com,,false,[],[],[],[]
