rectype,issueid,project_owner,project_name,actor,time,text,action,title,provenance,paths,plus_1,urls,issues,userref,code
pull_request_commit,55,eneim,Toro,eneim,2016-06-07 04:59:18+00:00,Simplify some cycles to save method counts,456523cfcc3f9693f454a7635c3020e7ed280c99,,api.github.com,,false,[],[],[],[]
pull_request_commit,55,eneim,Toro,eneim,2016-06-07 14:08:00+00:00,"Change some callback method name, remove unused method, ...",64f209dbe6affc975015001bd76ab1fe6629795b,,api.github.com,,false,[],[],[],[]
pull_request_commit,55,eneim,Toro,eneim,2016-06-07 15:56:40+00:00,Set Linked list extension to final.,966cb5bb319230d19ca2e61dafd5da41f825032b,,api.github.com,,false,[],[],[],[]
pull_request_commit,55,eneim,Toro,eneim,2016-06-07 15:57:04+00:00,Optimize and simplify current code,7edf0bcb653906cd4eb07d36417ad321b12a3499,,api.github.com,,false,[],[],[],[]
pull_request_commit,55,eneim,Toro,eneim,2016-06-07 16:23:32+00:00,Optimize implementation of scroll listener,16faba9c4185d7e8d6e3038eda82968505d46674,,api.github.com,,false,[],[],[],[]
pull_request_commit,55,eneim,Toro,eneim,2016-06-08 01:45:29+00:00,"Remove unused methods, improve documentation, update guild script, send all to bintray",75583a562dc5686d6eb1fcb40983d12e36cd7aa9,,api.github.com,,false,[],[],[],[]
pull_request_commit,55,eneim,Toro,eneim,2016-06-08 01:50:01+00:00,Version up,c913f210524e583080b50354aa6022472216a3f3,,api.github.com,,false,[],[],[],[]
pull_request_commit,55,eneim,Toro,eneim,2016-06-08 01:57:00+00:00,Minor fix,1102bbbb6f5154c8e855e22a2acb06e3307c04c7,,api.github.com,,false,[],[],[],[]
issue_title,55,eneim,Toro,eneim,2016-06-08 02:07:00+00:00,,start issue,V2/dev simplify cycles,api.github.com,,false,[],[],[],[]
pull_request_title,55,eneim,Toro,eneim,2016-06-08 02:07:00+00:00,,1102bbbb6f5154c8e855e22a2acb06e3307c04c7,V2/dev simplify cycles,api.github.com,,false,[],[],[],[]
issue_closed,55,eneim,Toro,eneim,2016-06-08 02:07:07+00:00,,closed issue,V2/dev simplify cycles,api.github.com,,false,[],[],[],[]
pull_request_merged,55,eneim,Toro,eneim,2016-06-08 02:07:07+00:00,V2/dev simplify cycles,865d0932fc00adf152d9abf1ae6c97af2602b9c1,Pull request merge from eneim/Toro:v2/dev_simplify-cycles to eneim/Toro:v2/dev,api.github.com,,false,[],[],[],[]
